posting_id,date,country,city,industry,role_category,job_title,experience_level,work_mode,contract_type,language_requirement,salary_from,salary_to,skills_required,days_open
JP019880,2023-11-07,Germany,Hamburg,E-Commerce,Data Engineer,Pipeline Engineer,Mid (2-5yr),Hybrid,Fixed-term,German Required,57897,60508,Airflow|Azure|Docker|SQL,70
JP019881,2023-11-07,Germany,Dresden,E-Commerce,Data Scientist,AI Analyst,Mid (2-5yr),Hybrid,Permanent,German Required,51323,53803,Azure ML|R|Statistics|Machine Learning,87
JP019882,2023-11-07,Germany,Hamburg,E-Commerce,Data Scientist,AI Analyst,Senior (5+yr),On-site,Freelance,German Required,82087,115056,SQL|Statistics|Machine Learning|Python|R,82
JP019883,2023-11-07,Germany,Nuremberg,E-Commerce,BI Developer,BI Developer,Senior (5+yr),Hybrid,Permanent,German Required,77126,112143,Tableau|SQL|Power BI|Looker,57
JP019884,2023-11-07,Germany,Düsseldorf,Logistics,Data Scientist,ML Engineer,Senior (5+yr),On-site,Permanent,German Required,79380,94567,Scikit-Learn|SQL|R,36
JP019885,2023-11-07,Germany,Stuttgart,Energy,Data Engineer,Data Platform Engineer,Junior (0-2yr),On-site,Freelance,German Required,39245,48151,Spark|Docker|Python|Databricks,70
JP019886,2023-11-07,Germany,Berlin,Finance & Banking,BI Developer,BI Developer,Mid (2-5yr),Hybrid,Fixed-term,German Required,50331,67385,SQL|SAP BI|Power BI|Tableau|Looker,42
JP019887,2023-11-07,Germany,Hamburg,Healthcare,Data Engineer,Data Platform Engineer,Senior (5+yr),Hybrid,Permanent,German Required,95645,116401,SQL|dbt|Azure,7
JP019888,2023-11-07,Germany,Berlin,Energy,Data Scientist,AI Analyst,Mid (2-5yr),Hybrid,Fixed-term,German Required,60477,68172,SQL|Azure ML|Python|Statistics|Scikit-Learn,16
JP019889,2023-11-08,Austria,Graz,Manufacturing,BI Developer,BI Developer,Senior (5+yr),Hybrid,Permanent,German Required,88756,92736,Tableau|Excel|Looker|SSRS,18
JP019890,2023-11-08,Switzerland,Bern,Manufacturing,Data Analyst,Data Analyst,Junior (0-2yr),Hybrid,Permanent,German Required,33284,34920,SQL|SAP|Excel|Tableau|Power BI|Python,83
JP019891,2023-11-08,Germany,Cologne,Media,Data Engineer,ETL Developer,Senior (5+yr),Hybrid,Fixed-term,English OK,81040,95298,Spark|Databricks|SQL|Azure,22
JP019892,2023-11-08,Germany,Stuttgart,Automotive,BI Developer,Power BI Developer,Junior (0-2yr),Remote,Freelance,English OK,39755,41469,SSRS|DAX|SAP BI|Power BI,12
JP019893,2023-11-08,Germany,Nuremberg,Media,Data Engineer,ETL Developer,Mid (2-5yr),Hybrid,Permanent,German Required,51237,56665,Python|Databricks|Spark|Airflow|SQL,34
JP019894,2023-11-08,Germany,Cologne,Healthcare,Data Engineer,ETL Developer,Junior (0-2yr),Hybrid,Fixed-term,German Required,38747,45124,Airflow|SQL|Spark|Azure,82
JP019895,2023-11-08,Germany,Cologne,Automotive,Data Scientist,ML Engineer,Senior (5+yr),Hybrid,Permanent,German Required,80135,115114,TensorFlow|Scikit-Learn|Machine Learning|R|Azure ML|Python,39
JP019896,2023-11-08,Germany,Leipzig,Media,BI Developer,Tableau Developer,Junior (0-2yr),Remote,Fixed-term,German Required,32659,46024,Excel|SSRS|Looker,57
JP019897,2023-11-08,Germany,Düsseldorf,Logistics,Data Manager,Head of Data,Mid (2-5yr),Remote,Permanent,German Required,58977,74424,Stakeholder Management|Power BI|Excel,81
JP019898,2023-11-08,Germany,Frankfurt,Automotive,BI Developer,Reporting Developer,Junior (0-2yr),Hybrid,Fixed-term,English OK,33946,46994,Power BI|Tableau|Looker|SSRS,45
JP019899,2023-11-08,Germany,Hamburg,Automotive,Data Manager,BI Manager,Junior (0-2yr),On-site,Freelance,English OK,40336,47520,Strategy|Leadership|SQL|Agile|Excel|Stakeholder Management,44
JP019900,2023-11-08,Germany,Hamburg,Healthcare,BI Developer,Power BI Developer,Mid (2-5yr),On-site,Permanent,German Required,51958,64351,Tableau|SSRS|Power BI|DAX|Looker,49
JP019901,2023-11-08,Germany,Cologne,Healthcare,Data Engineer,ETL Developer,Mid (2-5yr),Remote,Permanent,German Required,58843,72616,Kafka|Python|dbt|SQL|Spark|Airflow,89
JP019902,2023-11-08,Germany,Hamburg,Manufacturing,BI Developer,Tableau Developer,Mid (2-5yr),Hybrid,Permanent,German Required,50397,68390,Excel|Power BI|Tableau,82
JP019903,2023-11-08,Germany,Dresden,Media,Data Analyst,Reporting Analyst,Junior (0-2yr),On-site,Fixed-term,German Required,32025,45565,Excel|Jira|Confluence|SAP,48
JP019904,2023-11-08,Germany,Munich,E-Commerce,Data Manager,Analytics Manager,Junior (0-2yr),Hybrid,Permanent,German Required,32317,47752,Excel|SQL|Agile,28
JP019905,2023-11-08,Switzerland,Lausanne,Manufacturing,Data Scientist,AI Analyst,Mid (2-5yr),On-site,Fixed-term,German Required,60532,74394,Scikit-Learn|Statistics|Azure ML|TensorFlow|R,82
JP019906,2023-11-08,Germany,Cologne,Energy,Data Engineer,Data Platform Engineer,Junior (0-2yr),Hybrid,Fixed-term,German Required,38923,46490,Docker|Kafka|dbt,63
JP019907,2023-11-08,Germany,Berlin,Consulting,BI Developer,Tableau Developer,Junior (0-2yr),Hybrid,Permanent,German Required,37651,40500,Power BI|SSRS|SAP BI|SQL|Excel,61
JP019908,2023-11-08,Austria,Linz,Manufacturing,Data Manager,Analytics Manager,Senior (5+yr),Hybrid,Permanent,German Required,91714,113176,Excel|SQL|Power BI|Agile|Stakeholder Management|Leadership,39
JP019909,2023-11-08,Germany,Dresden,Technology,Data Scientist,Data Scientist,Mid (2-5yr),Remote,Fixed-term,English OK,55279,59654,R|Statistics|Python|SQL|Machine Learning,61
JP019910,2023-11-08,Switzerland,Geneva,Media,Data Analyst,Junior Data Analyst,Senior (5+yr),On-site,Permanent,German Required,86054,101404,Excel|Power BI|Python|Confluence|SAP,58
JP019911,2023-11-08,Germany,Hamburg,Technology,Data Engineer,Pipeline Engineer,Mid (2-5yr),Hybrid,Permanent,German Required,50406,59568,Python|Airflow|Databricks|Kafka|Spark,33
JP019912,2023-11-08,Switzerland,Basel,Healthcare,Data Manager,Analytics Manager,Junior (0-2yr),Hybrid,Permanent,German Required,39663,42893,Leadership|Stakeholder Management|Agile|SQL|Excel,53
JP019913,2023-11-08,Austria,Salzburg,Technology,Data Analyst,Data Analyst,Junior (0-2yr),Hybrid,Permanent,German Required,37212,46431,SAP|SQL|Tableau,20
JP019914,2023-11-08,Switzerland,Lausanne,Healthcare,Data Scientist,ML Engineer,Junior (0-2yr),On-site,Freelance,German Required,32368,46187,Azure ML|Python|SQL|TensorFlow|Scikit-Learn|R,22
JP019915,2023-11-08,Germany,Leipzig,Finance & Banking,Data Scientist,Research Analyst,Junior (0-2yr),Hybrid,Permanent,German Required,38038,45815,Python|R|TensorFlow|Scikit-Learn|SQL|Azure ML,39
JP019916,2023-11-08,Austria,Graz,E-Commerce,Data Engineer,Pipeline Engineer,Junior (0-2yr),Remote,Permanent,German Required,33314,49719,Python|SQL|dbt,90
JP019917,2023-11-08,Austria,Vienna,Energy,Data Manager,Chief Data Officer,Senior (5+yr),Hybrid,Permanent,German Required,90893,108579,Strategy|Excel|Stakeholder Management,17
JP019918,2023-11-08,Germany,Leipzig,E-Commerce,Data Engineer,ETL Developer,Mid (2-5yr),Hybrid,Fixed-term,German Required,61121,62059,Azure|SQL|dbt,64
JP019919,2023-11-08,Germany,Frankfurt,E-Commerce,BI Developer,Tableau Developer,Junior (0-2yr),Hybrid,Freelance,English OK,40743,43936,SSRS|SAP BI|Tableau|Looker|DAX,69
JP019920,2023-11-08,Germany,Hamburg,Healthcare,Data Scientist,ML Engineer,Senior (5+yr),Hybrid,Freelance,German Required,80053,116883,Machine Learning|SQL|R|Azure ML,85
JP019921,2023-11-08,Germany,Munich,Technology,Data Scientist,Data Scientist,Junior (0-2yr),On-site,Fixed-term,German Required,32784,35716,Statistics|Machine Learning|R|SQL|Python,38
JP019922,2023-11-08,Germany,Dresden,Media,Data Manager,Data Manager,Senior (5+yr),Hybrid,Freelance,German Required,90307,109973,Excel|Stakeholder Management|Strategy|Power BI|SQL|Leadership,42
JP019923,2023-11-08,Switzerland,Basel,Automotive,BI Developer,Reporting Developer,Mid (2-5yr),Remote,Permanent,German Required,62046,71834,Excel|SQL|SAP BI|DAX|Tableau,84
JP019924,2023-11-08,Germany,Hamburg,Consulting,BI Developer,Reporting Developer,Senior (5+yr),On-site,Permanent,German Required,94185,110222,SQL|Looker|Excel|SAP BI|Power BI,44
JP019925,2023-11-08,Germany,Cologne,Manufacturing,Data Scientist,Quantitative Analyst,Senior (5+yr),On-site,Fixed-term,German Required,88402,94435,R|Statistics|SQL,9
JP019926,2023-11-08,Germany,Frankfurt,Technology,Data Scientist,ML Engineer,Junior (0-2yr),Hybrid,Fixed-term,German Required,38252,41977,Statistics|SQL|Azure ML|TensorFlow|Python,39
JP019927,2023-11-09,Germany,Leipzig,Manufacturing,BI Developer,Tableau Developer,Mid (2-5yr),Hybrid,Permanent,German Required,58244,67334,Power BI|Tableau|SQL|DAX|Excel|Looker,17
JP019928,2023-11-09,Austria,Linz,Energy,Data Engineer,Pipeline Engineer,Junior (0-2yr),On-site,Permanent,English OK,33904,46445,Airflow|dbt|Kafka,7
JP019929,2023-11-09,Switzerland,Geneva,Consulting,Data Scientist,Quantitative Analyst,Senior (5+yr),Hybrid,Permanent,German Required,89195,89633,TensorFlow|Machine Learning|Azure ML|R,32
JP019930,2023-11-09,Germany,Hamburg,Media,Data Analyst,Business Analyst,Mid (2-5yr),Hybrid,Freelance,German Required,54669,60341,SAP|Excel|Python|Confluence|SQL|Tableau,35
JP019931,2023-11-09,Switzerland,Basel,Automotive,Data Analyst,BI Analyst,Junior (0-2yr),Hybrid,Freelance,English OK,40619,43117,Tableau|Jira|SAP|SQL,24
JP019932,2023-11-09,Germany,Dresden,Finance & Banking,Data Manager,Data Manager,Senior (5+yr),On-site,Permanent,German Required,94385,113270,Agile|Stakeholder Management|Power BI|SQL|Leadership|Strategy,70
JP019933,2023-11-09,Switzerland,Lausanne,Manufacturing,BI Developer,Tableau Developer,Senior (5+yr),Hybrid,Permanent,German Required,88392,94305,SSRS|DAX|Excel|Tableau,70
JP019934,2023-11-09,Austria,Linz,Automotive,BI Developer,BI Consultant,Junior (0-2yr),Hybrid,Fixed-term,German Required,40291,49821,SSRS|Power BI|Tableau|Excel|SQL|DAX,16
JP019935,2023-11-09,Germany,Leipzig,Logistics,Data Manager,Chief Data Officer,Mid (2-5yr),Remote,Fixed-term,German Required,51314,57979,SQL|Power BI|Excel|Agile|Strategy|Leadership,59
JP019936,2023-11-09,Austria,Vienna,Consulting,Data Analyst,Junior Data Analyst,Junior (0-2yr),On-site,Permanent,German Required,40750,48938,Excel|Jira|Power BI|Python,45
JP019937,2023-11-09,Germany,Stuttgart,Manufacturing,Data Manager,BI Manager,Mid (2-5yr),Hybrid,Permanent,English OK,59525,73161,Agile|Leadership|Strategy|Power BI,87
JP019938,2023-11-09,Germany,Cologne,Healthcare,Data Engineer,Big Data Engineer,Junior (0-2yr),On-site,Permanent,German Required,33702,45698,Spark|Airflow|dbt|Python|Azure|Kafka,12
JP019939,2023-11-09,Austria,Vienna,Media,Data Analyst,Junior Data Analyst,Senior (5+yr),Remote,Permanent,English OK,93804,97883,Excel|Confluence|SQL,48
JP019940,2023-11-09,Germany,Dresden,Finance & Banking,BI Developer,BI Developer,Mid (2-5yr),Hybrid,Freelance,German Required,58909,69013,Looker|SAP BI|DAX|SSRS,87
JP019941,2023-11-09,Germany,Düsseldorf,Finance & Banking,Data Manager,Chief Data Officer,Mid (2-5yr),Remote,Freelance,English OK,53956,67002,Stakeholder Management|Strategy|Leadership,59
JP019942,2023-11-09,Germany,Stuttgart,Finance & Banking,BI Developer,Reporting Developer,Senior (5+yr),Remote,Fixed-term,German Required,96230,118573,Looker|Tableau|SAP BI|SQL|Excel,31
JP019943,2023-11-09,Austria,Graz,Media,Data Engineer,Data Platform Engineer,Mid (2-5yr),On-site,Permanent,German Required,60072,69134,Azure|Airflow|SQL|Python|Databricks,18
JP019944,2023-11-09,Austria,Graz,Finance & Banking,Data Analyst,Junior Data Analyst,Senior (5+yr),On-site,Permanent,German Required,88137,114528,Python|SQL|Excel|Power BI|Jira|SAP,45
JP019945,2023-11-09,Switzerland,Zurich,Automotive,Data Manager,BI Manager,Junior (0-2yr),On-site,Permanent,English OK,39801,43275,Stakeholder Management|Power BI|Agile,90
JP019946,2023-11-09,Germany,Cologne,Technology,Data Engineer,Data Platform Engineer,Mid (2-5yr),Hybrid,Freelance,German Required,50612,62473,Kafka|Docker|Airflow|Azure,8
JP019947,2023-11-10,Germany,Munich,Technology,Data Manager,Head of Data,Senior (5+yr),On-site,Permanent,English OK,77333,79450,Excel|Strategy|Stakeholder Management|Power BI,68
JP019948,2023-11-10,Germany,Cologne,Manufacturing,Data Engineer,Pipeline Engineer,Mid (2-5yr),Hybrid,Permanent,German Required,50586,69655,SQL|Airflow|Databricks,14
JP019949,2023-11-10,Austria,Innsbruck,E-Commerce,Data Analyst,Business Analyst,Mid (2-5yr),Hybrid,Permanent,German Required,59982,71240,Power BI|Tableau|Confluence|SAP|Python,17
JP019950,2023-11-10,Germany,Munich,Media,Data Engineer,Data Platform Engineer,Senior (5+yr),Hybrid,Fixed-term,German Required,82959,91550,Azure|Docker|Databricks|Python|Kafka,21
JP019951,2023-11-10,Austria,Graz,Finance & Banking,Data Analyst,Reporting Analyst,Junior (0-2yr),Hybrid,Permanent,German Required,33307,41326,Power BI|Tableau|Confluence|SAP|SQL|Excel,47
JP019952,2023-11-10,Austria,Linz,E-Commerce,Data Engineer,ETL Developer,Junior (0-2yr),Hybrid,Permanent,German Required,32862,47626,Databricks|Docker|Spark|SQL|Airflow|Kafka,39
JP019953,2023-11-10,Germany,Munich,Technology,BI Developer,BI Consultant,Mid (2-5yr),Remote,Fixed-term,German Required,59527,73812,Power BI|DAX|Excel|SSRS|Looker|SQL,69
JP019954,2023-11-10,Germany,Leipzig,Energy,Data Scientist,Research Analyst,Mid (2-5yr),Hybrid,Permanent,German Required,55425,63074,Python|R|SQL,74
JP019955,2023-11-10,Germany,Hamburg,Finance & Banking,Data Manager,Data Manager,Senior (5+yr),Hybrid,Permanent,German Required,95467,116961,Stakeholder Management|Power BI|SQL|Excel|Leadership|Strategy,52
JP019956,2023-11-10,Germany,Nuremberg,E-Commerce,BI Developer,Tableau Developer,Senior (5+yr),Hybrid,Fixed-term,German Required,75959,89174,Tableau|SAP BI|SSRS|Looker|SQL,25
JP019957,2023-11-10,Germany,Cologne,Finance & Banking,Data Manager,Data Manager,Senior (5+yr),Hybrid,Permanent,English OK,93623,105892,Agile|Leadership|Excel,56
JP019958,2023-11-10,Switzerland,Bern,Media,Data Scientist,Quantitative Analyst,Senior (5+yr),Remote,Permanent,German Required,79071,88616,Azure ML|TensorFlow|Statistics|R,70
JP019959,2023-11-10,Germany,Munich,E-Commerce,Data Manager,Chief Data Officer,Senior (5+yr),Hybrid,Permanent,German Required,90729,111442,Strategy|Agile|Leadership|Excel|Stakeholder Management,57
JP019960,2023-11-10,Germany,Leipzig,Energy,Data Analyst,Business Analyst,Mid (2-5yr),Hybrid,Permanent,German Required,58888,59339,Tableau|Jira|SQL|Power BI,45
JP019961,2023-11-10,Austria,Vienna,Energy,Data Analyst,Junior Data Analyst,Junior (0-2yr),Remote,Permanent,German Required,33844,35184,Tableau|Python|Confluence|Excel,51
JP019962,2023-11-10,Germany,Nuremberg,Energy,Data Analyst,Reporting Analyst,Junior (0-2yr),Hybrid,Permanent,German Required,34157,47173,Excel|Confluence|Python|Tableau|SAP,83
JP019963,2023-11-10,Germany,Nuremberg,Media,Data Engineer,Pipeline Engineer,Mid (2-5yr),Remote,Permanent,English OK,52479,67687,Kafka|Azure|SQL|Python,73
JP019964,2023-11-10,Germany,Düsseldorf,Automotive,Data Engineer,ETL Developer,Mid (2-5yr),Remote,Freelance,German Required,52911,57833,Python|Kafka|Airflow|Docker|Azure|Databricks,30
JP019965,2023-11-10,Austria,Graz,Consulting,Data Manager,Head of Data,Senior (5+yr),Remote,Permanent,English OK,95063,103282,Excel|SQL|Agile|Stakeholder Management|Leadership,41
JP019966,2023-11-10,Germany,Nuremberg,Finance & Banking,Data Scientist,AI Analyst,Mid (2-5yr),Hybrid,Freelance,English OK,56018,69568,Azure ML|Machine Learning|R|Scikit-Learn,54
JP019967,2023-11-10,Switzerland,Lausanne,Media,Data Scientist,Data Scientist,Mid (2-5yr),Hybrid,Permanent,German Required,61006,65903,Azure ML|SQL|Python|R|Scikit-Learn,22
JP019968,2023-11-10,Germany,Munich,Technology,Data Analyst,BI Analyst,Senior (5+yr),On-site,Freelance,English OK,96345,106794,SAP|Excel|SQL,39
JP019969,2023-11-10,Germany,Munich,Healthcare,Data Manager,Chief Data Officer,Junior (0-2yr),Hybrid,Fixed-term,German Required,40262,43858,Leadership|Excel|SQL,90
JP019970,2023-11-10,Germany,Frankfurt,Manufacturing,Data Manager,BI Manager,Mid (2-5yr),Remote,Permanent,German Required,58222,61359,SQL|Excel|Strategy|Agile,9
JP019971,2023-11-10,Germany,Hamburg,Finance & Banking,Data Scientist,AI Analyst,Senior (5+yr),Remote,Permanent,German Required,95223,114710,SQL|Machine Learning|Scikit-Learn|TensorFlow|R,62
JP019972,2023-11-10,Germany,Stuttgart,Healthcare,Data Scientist,Quantitative Analyst,Junior (0-2yr),Hybrid,Permanent,German Required,34383,44422,Python|SQL|Machine Learning|R|Statistics,81
JP019973,2023-11-10,Austria,Linz,Consulting,Data Manager,Head of Data,Junior (0-2yr),On-site,Permanent,German Required,33219,45268,Stakeholder Management|Power BI|SQL|Agile,47
JP019974,2023-11-10,Switzerland,Basel,Healthcare,Data Analyst,Data Analyst,Mid (2-5yr),On-site,Permanent,German Required,53254,72668,Jira|Power BI|SQL|Tableau|Confluence,83
JP019975,2023-11-10,Austria,Salzburg,Media,BI Developer,BI Consultant,Junior (0-2yr),Hybrid,Fixed-term,German Required,40205,46851,Looker|Power BI|SAP BI|Tableau,55
JP019976,2023-11-10,Austria,Vienna,Technology,Data Analyst,BI Analyst,Senior (5+yr),Hybrid,Permanent,English OK,89760,98405,Tableau|Power BI|Jira|SQL|SAP,86
JP019977,2023-11-10,Germany,Hamburg,Finance & Banking,Data Analyst,Reporting Analyst,Junior (0-2yr),Hybrid,Permanent,German Required,33685,45276,Excel|SQL|Jira|SAP|Tableau|Python,87
JP019978,2023-11-10,Austria,Salzburg,Consulting,Data Analyst,BI Analyst,Senior (5+yr),Hybrid,Permanent,German Required,86279,89491,Excel|Tableau|Confluence,26
JP019979,2023-11-10,Switzerland,Bern,Manufacturing,Data Engineer,Data Platform Engineer,Mid (2-5yr),Hybrid,Permanent,German Required,60303,71404,Spark|Databricks|dbt|Docker,11
JP019980,2023-11-10,Germany,Munich,Healthcare,Data Engineer,Data Platform Engineer,Senior (5+yr),On-site,Permanent,German Required,82527,109237,Spark|Airflow|dbt|Databricks,18
JP019981,2023-11-10,Germany,Cologne,Consulting,Data Engineer,Big Data Engineer,Mid (2-5yr),Remote,Permanent,German Required,58274,69568,Spark|Databricks|Python|Docker,68
JP019982,2023-11-10,Germany,Leipzig,Automotive,Data Analyst,Business Analyst,Mid (2-5yr),Hybrid,Fixed-term,English OK,51412,64089,SAP|Power BI|Jira,17
JP019983,2023-11-10,Germany,Berlin,Media,Data Engineer,Big Data Engineer,Junior (0-2yr),Hybrid,Permanent,German Required,40976,49583,dbt|Airflow|Docker|Databricks|SQL,28
JP019984,2023-11-10,Austria,Vienna,Finance & Banking,Data Scientist,ML Engineer,Senior (5+yr),Hybrid,Freelance,German Required,82349,104816,Python|Scikit-Learn|TensorFlow|Statistics|Azure ML|Machine Learning,50
JP019985,2023-11-10,Switzerland,Bern,E-Commerce,Data Scientist,ML Engineer,Junior (0-2yr),Hybrid,Permanent,English OK,38382,48191,Azure ML|TensorFlow|Python|Machine Learning|R|SQL,42
JP019986,2023-11-10,Switzerland,Basel,Logistics,Data Scientist,ML Engineer,Junior (0-2yr),Hybrid,Freelance,German Required,34451,44387,SQL|TensorFlow|Python|Statistics|Azure ML,51
JP019987,2023-11-10,Germany,Dresden,Automotive,BI Developer,BI Developer,Senior (5+yr),Hybrid,Fixed-term,English OK,85496,107709,DAX|Power BI|SSRS,35
JP019988,2023-11-10,Austria,Graz,Manufacturing,Data Engineer,ETL Developer,Senior (5+yr),Remote,Fixed-term,German Required,79963,89214,Kafka|Python|Airflow|Databricks,75
JP019989,2023-11-10,Austria,Vienna,Media,Data Manager,Analytics Manager,Mid (2-5yr),Hybrid,Permanent,German Required,52261,72584,Strategy|Power BI|Stakeholder Management|Agile|Excel,67
JP019990,2023-11-10,Switzerland,Lausanne,Healthcare,BI Developer,BI Developer,Mid (2-5yr),On-site,Permanent,German Required,54773,69323,Looker|SAP BI|SSRS|SQL,72
JP019991,2023-11-10,Germany,Cologne,Energy,Data Analyst,Reporting Analyst,Mid (2-5yr),Remote,Freelance,English OK,53696,58943,SQL|Confluence|Tableau,56
JP019992,2023-11-10,Austria,Vienna,Technology,Data Analyst,Business Analyst,Mid (2-5yr),Hybrid,Freelance,German Required,61784,74315,Power BI|Confluence|SQL|Jira|SAP|Tableau,24
JP019993,2023-11-10,Switzerland,Basel,Manufacturing,Data Manager,Chief Data Officer,Mid (2-5yr),Hybrid,Freelance,German Required,61228,71652,Leadership|Strategy|Stakeholder Management|SQL,13
JP019994,2023-11-10,Germany,Cologne,Consulting,BI Developer,Tableau Developer,Mid (2-5yr),Hybrid,Permanent,German Required,61754,70449,Tableau|Looker|SSRS,17
JP019995,2023-11-10,Germany,Berlin,Media,Data Scientist,Data Scientist,Senior (5+yr),Hybrid,Permanent,German Required,82047,108228,SQL|Azure ML|Python|Machine Learning,9
JP019996,2023-11-10,Switzerland,Lausanne,Media,Data Analyst,Business Analyst,Mid (2-5yr),On-site,Permanent,German Required,55465,65399,Jira|Power BI|Tableau|Confluence|Excel,7
JP019997,2023-11-11,Switzerland,Basel,Manufacturing,Data Engineer,Data Engineer,Mid (2-5yr),Hybrid,Freelance,German Required,58474,74743,Docker|SQL|Spark,45
JP019998,2023-11-11,Germany,Leipzig,Energy,Data Scientist,Quantitative Analyst,Senior (5+yr),On-site,Permanent,German Required,75254,76284,Machine Learning|R|Scikit-Learn|Python|Azure ML,16
JP019999,2023-11-11,Austria,Vienna,Energy,BI Developer,Power BI Developer,Mid (2-5yr),Hybrid,Permanent,German Required,51336,61031,DAX|SAP BI|Looker|SSRS|Excel,67
JP020000,2023-11-11,Germany,Cologne,Manufacturing,Data Analyst,Reporting Analyst,Senior (5+yr),Hybrid,Fixed-term,German Required,87807,111872,SAP|Python|SQL|Confluence,45
JP020001,2023-11-11,Austria,Vienna,Media,Data Engineer,ETL Developer,Senior (5+yr),Hybrid,Freelance,German Required,80802,95958,Airflow|SQL|Kafka|Spark|Databricks,16
JP020002,2023-11-11,Germany,Munich,Energy,Data Engineer,Big Data Engineer,Senior (5+yr),On-site,Permanent,German Required,75609,78684,Airflow|SQL|dbt|Kafka|Docker|Spark,87
JP020003,2023-11-11,Germany,Cologne,E-Commerce,Data Engineer,Big Data Engineer,Mid (2-5yr),Remote,Permanent,German Required,53777,61656,dbt|Docker|Azure|Spark,62
JP020004,2023-11-11,Germany,Frankfurt,Energy,Data Analyst,BI Analyst,Mid (2-5yr),Hybrid,Permanent,German Required,61857,69216,SAP|Jira|Excel|SQL|Power BI|Tableau,51
JP020005,2023-11-11,Germany,Frankfurt,Energy,Data Engineer,Big Data Engineer,Junior (0-2yr),Hybrid,Fixed-term,German Required,32449,39469,Azure|Python|dbt|Databricks|SQL,35
JP020006,2023-11-12,Germany,Frankfurt,Technology,Data Engineer,Data Platform Engineer,Senior (5+yr),Hybrid,Freelance,German Required,84159,111728,Airflow|dbt|Spark,22
JP020007,2023-11-12,Germany,Munich,Healthcare,Data Analyst,Reporting Analyst,Junior (0-2yr),On-site,Fixed-term,English OK,38836,49737,Jira|Confluence|Excel|Python|SQL,19
JP020008,2023-11-12,Germany,Frankfurt,Automotive,Data Scientist,Quantitative Analyst,Senior (5+yr),Hybrid,Freelance,German Required,94549,107843,Azure ML|Python|Machine Learning|R|TensorFlow|Statistics,56
JP020009,2023-11-12,Germany,Cologne,Automotive,Data Scientist,Quantitative Analyst,Mid (2-5yr),Hybrid,Permanent,German Required,50587,54917,Machine Learning|Azure ML|TensorFlow|Scikit-Learn,58
JP020010,2023-11-12,Germany,Hamburg,Logistics,Data Analyst,Business Analyst,Junior (0-2yr),On-site,Freelance,German Required,40351,49926,Confluence|Power BI|SAP,80
JP020011,2023-11-12,Germany,Nuremberg,Consulting,Data Scientist,Research Analyst,Mid (2-5yr),Remote,Fixed-term,German Required,50210,65718,Machine Learning|Azure ML|Scikit-Learn|TensorFlow|Python|Statistics,88
JP020012,2023-11-12,Germany,Munich,Consulting,Data Analyst,Junior Data Analyst,Senior (5+yr),Hybrid,Fixed-term,German Required,92182,113063,Confluence|Python|Power BI|SQL|Excel|Tableau,62
JP020013,2023-11-12,Germany,Cologne,Media,Data Scientist,Data Scientist,Senior (5+yr),On-site,Freelance,German Required,77640,87909,SQL|TensorFlow|R|Azure ML|Scikit-Learn,48
JP020014,2023-11-12,Germany,Frankfurt,Manufacturing,Data Engineer,ETL Developer,Junior (0-2yr),Remote,Permanent,German Required,39242,44347,Kafka|Databricks|Python,69
JP020015,2023-11-12,Germany,Munich,Healthcare,Data Engineer,Big Data Engineer,Mid (2-5yr),Remote,Permanent,German Required,57334,72818,Airflow|Kafka|Azure|Python|Docker|SQL,61
JP020016,2023-11-12,Germany,Munich,E-Commerce,BI Developer,Reporting Developer,Junior (0-2yr),Remote,Permanent,German Required,35940,39259,Looker|Excel|Tableau|SSRS,27
JP020017,2023-11-12,Germany,Stuttgart,Healthcare,Data Engineer,Data Engineer,Junior (0-2yr),Hybrid,Fixed-term,German Required,36335,44812,Docker|Databricks|Airflow|SQL,17
JP020018,2023-11-12,Germany,Frankfurt,Technology,Data Analyst,Reporting Analyst,Mid (2-5yr),Remote,Permanent,German Required,57983,74843,Power BI|SAP|Tableau,28
JP020019,2023-11-12,Switzerland,Lausanne,Automotive,Data Analyst,Business Analyst,Junior (0-2yr),Hybrid,Freelance,German Required,37156,38594,Tableau|Confluence|SAP,33
JP020020,2023-11-13,Germany,Berlin,Media,Data Scientist,Quantitative Analyst,Senior (5+yr),Hybrid,Fixed-term,German Required,94005,95803,TensorFlow|Scikit-Learn|Statistics|SQL|Python|Azure ML,13
JP020021,2023-11-13,Germany,Düsseldorf,Media,Data Analyst,Junior Data Analyst,Junior (0-2yr),Hybrid,Permanent,German Required,36960,38175,Power BI|SAP|Confluence|Jira,59
JP020022,2023-11-13,Germany,Leipzig,Media,Data Analyst,Data Analyst,Senior (5+yr),Hybrid,Freelance,English OK,88466,109510,Confluence|Excel|Jira|SAP|SQL|Python,42
JP020023,2023-11-13,Germany,Nuremberg,Logistics,Data Analyst,Data Analyst,Mid (2-5yr),Hybrid,Freelance,German Required,58875,72533,Tableau|Power BI|SQL|Jira|Confluence,8
JP020024,2023-11-13,Germany,Frankfurt,Media,Data Scientist,AI Analyst,Mid (2-5yr),On-site,Permanent,German Required,59261,68528,Statistics|Python|R,78
JP020025,2023-11-13,Germany,Düsseldorf,Energy,Data Manager,Data Manager,Mid (2-5yr),Remote,Permanent,German Required,55415,68707,Leadership|Power BI|Agile|Excel,23
